QueryID,ResponseID,ResponseName,Metacritic,RecommendationCount,SteamSpyOwners
40340,40340,Secret Files 2: Puritas Cordis,64,0,25109
40350,40350,Lost Horizon,77,145,34794
40380,40380,naild,69,852,88778
40390,40390,Risen 2: Dark Waters,69,2682,1229262
40400,40400,AI War: Fleet Command,80,848,306508
40420,40420,Tidalis,75,164,158007
40700,40700,Machinarium,85,2748,725828
40800,40800,Super Meat Boy,87,18033,2558063
40930,40930,The Misadventures of P.B. Winterbottom,79,315,169665
40950,40950,Stronghold HD,81,1702,954319
40970,40970,Stronghold Crusader HD,78,1732,773714
41000,41000,Serious Sam HD: The First Encounter,68,2450,1110174
41050,41050,Serious Sam Classic: The First Encounter,87,766,711480
41060,41060,Serious Sam Classic: The Second Encounter,85,445,711480
41070,41070,Serious Sam 3: BFE,72,11601,1974460
41300,41300,Altitude,79,1406,453754
41500,41500,Torchlight,83,3175,1408253
41700,41700,S.T.A.L.K.E.R.: Call of Pripyat,80,4515,851731
41800,41800,Gratuitous Space Battles,72,574,561902
41900,41900,The Bards Tale,70,467,354036
42120,42120,Lead and Gold: Gangs of the Wild West,70,1216,378248
42140,42140,Hamiltons Great Adventure,77,229,88419
42160,42160,War of the Roses,73,4417,1264953
42170,42170,Krater,52,656,211094
42200,42200,Nancy Drew(r) Dossier(tm): Resorting to Danger!,77,0,11120
42650,42650,Transformers(tm): War for Cybertron(tm),75,1266,216834
42670,42670,Singularity(tm),76,1677,149040
42700,42700,Call of Duty(r): Black Ops,81,11095,3628063
42910,42910,Magicka,74,17631,3643666
42920,42920,The Kings Crusade,71,0,79273
42950,42950,Elven Legacy: Ranger,68,0,51115
42960,42960,Victoria II,75,2640,401743
42990,42990,Sword of the Stars II: Enhanced Edition,65,643,161235
43000,43000,Front Mission Evolved,63,569,282117
43110,43110,Metro 2033,81,15639,4710079
43190,43190,The Haunted: Hells Reach,51,398,59903
43500,43500,M.U.D. TV,53,131,45017
43600,43600,Nancy Drew(r): Warnings at Waverly Academy,76,0,13989
44200,44200,Galcon Fusion,68,146,173431
44310,44310,F1 2010(tm),84,250,86626
44340,44340,Operation Flashpoint: Red River,67,991,625392
44350,44350,GRID 2,80,9495,1053858
44360,44360,F1 2011,83,171,69588
44680,44680,RACE Injection,72,0,157469
44690,44690,GT Legends,84,171,128594
45000,45000,Sol Survivor,75,250,96849
45300,45300,Wings of Prey,78,338,156931
45410,45410,Ignite,59,228,68332
45450,45450,Fortix 2,74,442,90751
45700,45700,Devil May Cry 4,78,1545,300411
45710,45710,Dark Void(tm),57,352,44479
45720,45720,Lost Planet: Extreme Condition Colonies Edition,70,147,49680
45740,45740,Dead Rising(r) 2,78,2262,480836
45750,45750,Lost Planet(r) 2,63,921,163387
45770,45770,Dead Rising 2: Off the Record,66,901,249296
46000,46000,Bob Came in Pieces,73,0,68870
46290,46290,Theatre of War,66,137,95773
46340,46340,Theatre of War 2: Africa 1943,63,0,98822
46370,46370,Rig n Roll,61,268,69408
46380,46380,Reign: Conflict of Nations,60,0,65821
46410,46410,Avencast: Rise of the Mage,68,377,257008
46450,46450,Grotesque Tactics: Evil Heroes,65,275,136664
46480,46480,Still Life,75,353,118191
46490,46490,Still Life 2,67,176,102767
46500,46500,Syberia,82,1302,342020
46510,46510,Syberia II,80,515,317987
46540,46540,Trapped Dead,50,581,135230
46550,46550,Post Mortem,71,132,121061
46560,46560,Robin Hood: The Legend of Sherwood,80,443,108506
46570,46570,Grotesque Tactics 2 - Dungeons and Donuts,48,138,97387
46750,46750,Dark Fall: Lost Souls,75,142,43582
46770,46770,Making History II: The War of the World,38,194,38740
46790,46790,Armada 2526,66,0,15245
47410,47410,Stronghold Kingdoms,75,6647,1426905
47540,47540,Puzzle Quest 2,83,259,68870
47700,47700,Command & Conquer 4: Tiberian Twilight,64,1110,269383
47730,47730,Dragon Age(tm): Origins Awakening,82,0,158904
47780,47780,Dead Space(tm) 2,87,5375,1329160
47790,47790,Medal of Honor(tm),72,3099,1623652
47800,47800,RISK(tm): Factions,77,317,62952
47810,47810,Dragon Age: Origins - Ultimate Edition,91,6848,1137794
47870,47870,Need For Speed: Hot Pursuit,86,6554,838997
47890,47890,The Sims(tm) 3,86,6191,1124701
47920,47920,Shift 2 Unleashed,84,1172,193339
48000,48000,LIMBO,88,17808,3967572
48110,48110,Silent Hunter 5(r): Battle of the Atlantic,62,686,81245
48190,48190,Assassins Creed(r) Brotherhood,88,4337,872536
48210,48120,The Settlers 7: Paths to a Kingdom: Deluxe Gold Edition,79,0,146708
48220,48220,Might & Magic: Heroes VI,77,4277,631669
48240,48240,Anno 2070(tm),83,7284,865541
48700,48700,Mount & Blade: Warband,78,43319,2434133
,,,,,
48800,48800,Ship Simulator Extremes,49,1009,191187
48950,48950,Greed Corp,76,401,270639
49300,49300,Commander: Conquest of the Americas,68,108,90751
49330,49330,Pirates of Black Cove,56,104,69946
49470,49470,Magic: The Gathering - Duels of the Planeswalkers 2012,77,682,341482
49520,49520,Borderlands 2,89,86362,6969346
49540,49540,Aliens: Colonial Marines Collection,45,6035,434385
49600,49600,Beat Hazard,70,5250,573022
49810,49810,CreaVures,55,101,43761
49900,49900,Plain Sight,76,227,180964
50000,50000,Nimbus,80,166,57930
50130,50130,Mafia II,77,19403,2541742
50300,50300,Spec Ops: The Line,76,19624,1681044
50510,50510,Burn Zombie Burn!,72,138,87523
50620,50620,Darksiders(tm),83,7445,2506769
51100,51100,Tactical Intervention,47,13219,2549634
55000,55000,Flotilla,72,158,102409
55040,55040,Atom Zombie Smasher,75,1337,422368
55100,55100,Homefront,70,2489,816041
55110,55110,Red Faction(r): Armageddon(tm),75,2775,1735028
55150,55150,Warhammer 40000: Space Marine,74,6203,1137435
55230,55230,Saints Row: The Third,84,30053,3952506
57200,57200,Puzzle Dimension,79,393,109403
57300,57300,Amnesia: The Dark Descent,85,14322,3235825
57620,57620,Patrician IV - Steam Special Edition,66,191,178273
57650,57650,DUNGEONS - Steam Special Edition,65,339,201768
57680,57680,The First Templar - Steam Special Edition,57,454,117833
57690,57690,Tropico 4: Steam Special Edition,78,6855,2291908
57700,57700,Whos That Flying?!,76,132,32642
57740,57740,Jagged Alliance - Back in Action,62,846,262747
,,,,,
,,,,,
58200,58200,Jolly Rover,71,241,108506
,,,,,
,,,,,
58520,58520,Blood Bowl(r) Legendary Edition,73,742,504331
58560,58560,Runaway: A Twist of Fate,79,137,115501
58570,58570,The Next BIG Thing,75,252,84115
58610,58610,Wargame: European Escalation,81,1948,811557
61220,61220,Battle: Los Angeles,38,105,9326
61510,61510,Age of Wonders II: The Wizards Throne,86,0,75865
61520,61520,Age of Wonders Shadow Magic,82,162,97387
61700,61700,Might & Magic: Clash of Heroes,76,979,255394
63000,63000,HOARD,65,691,396004
63110,63110,Alter Ego,59,106,27261
63200,63200,Monday Night Combat,82,744,314220
63380,63380,Sniper Elite V2,66,20555,3607976
63600,63600,realMYST,66,185,85191
63610,63610,Riven: The Sequel to MYST,83,222,96131
63900,63900,Fantasy Wars,67,0,69767
63910,63910,Kings Bounty: Crossworlds,78,273,311172
63940,63940,Men of War: Vietnam,68,408,155855
63950,63950,IL-2 Sturmovik: Cliffs of Dover,60,555,209480
63960,63960,Theatre of War 3: Korea,49,0,53446
64000,64000,Men of War: Assault Squad,77,2473,503255
65080,65080,Kaptain Brawe: A Brawe New World,69,0,39636
65300,65300,Dustforce DX,79,1535,522445
65500,65500,Aura: Fate of the Ages,63,115,82680
65530,65530,SpellForce 2: Faith in Destiny,55,159,309916
65540,65540,Gothic 1,81,1469,314220
65560,65560,Painkiller Redemption,43,280,213785
65730,65730,Take On Helicopters,70,511,321036
65800,65800,Dungeon Defenders,81,10059,1988987
65930,65930,The Bureau: XCOM Declassified,66,5556,1099054
65980,65980,Sid Meiers Civilization(r): Beyond Earth(tm),81,15657,1458112
67370,67370,The Darkness II,77,6337,1166310
70000,70000,Dino D-Day,53,12517,1525906
70300,70300,VVVVVV,81,5603,958803
70400,70400,Recettear: An Item Shops Tale,82,3970,458418
70420,70420,Chantelise - A Tale of Two Sisters,62,470,174866
70600,70600,Worms Ultimate Mayhem,66,1401,629696
70650,70650,Worms Blast,73,150,406944
71000,71000,Evochron Mercenary,70,372,95055
71340,71340,Sonic Generations Collection,77,4707,680632
72000,72000,Closure,78,659,405151
72200,72200,Universe Sandbox,83,2648,766899
72850,72850,The Elder Scrolls V: Skyrim,94,182587,11428873
73010,73010,Cities in Motion,70,601,258084
73060,73060,Defenders of Ardania,58,0,42685
73170,73170,Darkest Hour: A Hearts of Iron Game,81,703,150474
73190,73190,Pride of Nations,70,0,31386
73210,73210,Sengoku,70,232,109583
73220,73220,Supreme Ruler: Cold War,63,151,37663
78000,78000,Bejeweled(r) 3,82,1687,410711
80000,80000,APOX,48,136,47348
80200,80200,Fate of the World,70,263,80528
80310,80310,Gemini Rue,82,1001,239790
80330,80330,The Blackwell Legacy,80,669,143838
80360,80360,Blackwell Deception,73,232,100077
90500,90500,Guardians of Graxia,55,135,66897
91100,91100,SkyDrift,73,670,213067
91200,91200,Anomaly: Warzone Earth,80,3434,917552
91330,91330,Iron Front: Digital War Edition,55,511,83218
91600,91600,Sanctum,70,2422,1207919
91900,91900,Post Apocalyptic Mayhem,44,1401,237100
92000,92000,Hydrophobia: Prophecy,64,1872,330362
92300,92300,A.R.E.S.: Extinction Agenda,68,725,120882
92600,92600,Xotic,67,132,91468
92700,92700,Shadow Harvest: Phantom Ops,34,0,39457
92800,92800,SpaceChem,84,3233,1028211
93200,93200,Revenge of the Titans,79,848,488010
94200,94200,Jamestown,81,1788,642251
94300,94300,The Dream Machine: Chapter 1 & 2,77,524,120882
94400,94400,Nidhogg,81,5040,648169
94590,94590,Puzzle Agent 2,63,422,428646
94620,94620,Hector: Badge of Carnage - Full Series,75,122,265079
95000,95000,Super Splatters,73,134,134512
95300,95300,Capsized,80,760,503972
95400,95400,ibb & obb,83,1358,232258
95900,95900,Air Conflicts: Secret Wars,65,201,78196
96000,96000,The Tiny Bang Story,63,1816,168051
96200,96200,Steel Storm: Burning Retribution,55,252,385064
96800,96800,Nexuiz,54,204,300231
97000,97000,Solar 2,72,1492,444070
97100,97100,Section 8(r): Prejudice(tm),77,764,215578
97110,97110,Kohan: Immortal Sovereigns,87,0,13810
97120,97120,Kohan: Ahrimans Gift,79,0,14707
97130,97130,Kohan II: Kings of War,81,0,21163
97330,97330,Magic: The Gathering - Duels of the Planeswalkers 2013,77,897,406227
98100,98100,Trauma,62,529,250731
98200,98200,Frozen Synapse,85,2192,707175
98300,98300,Toy Soldiers,71,911,222573
98400,98400,Hard Reset Extended Edition,73,2684,496619
98500,98500,Naval Warfare,57,217,120702
98800,98800,Dungeons of Dredmor,79,3386,567821
99120,99120,Yars Revenge,56,0,5022
99200,99200,YOU DONT KNOW JACK(r),71,107,16500
99300,99300,Renegade Ops,76,1441,725648
99400,99400,Garshasp: The Monster Slayer,49,267,68153
99700,99700,NightSky,78,692,559212
99810,99810,Bulletstorm(tm),82,3545,367129
99900,99900,Spiral Knights,64,15519,2751402
102200,102200,Runespell: Overture,69,299,118012
102400,102400,Vertex Dispenser,70,0,38740
102500,102500,Kingdoms of Amalur: Reckoning(tm),81,6628,834334
102600,102600,Orcs Must Die!,83,4412,1478199
102840,102840,Shank 2,72,1277,606022
104700,104700,Super MNC,76,4379,1382247
105000,105000,A New Beginning - Final Cut,72,961,266513
105100,105100,Lume,69,408,97925
105300,105300,Critical Mass,81,354,116936
105450,105450,Age of Empires(r) III: Complete Collection,81,7658,1876355
105600,105600,Terraria,83,139819,8165607
105700,105700,Tobes Vertical Adventure,75,115,81245
105800,105800,PixelJunk(tm) Eden,81,625,306508
107100,107100,Bastion,86,19633,2339436
107200,107200,Space Pirates and Zombies,74,2187,659648
107310,107310,Cthulhu Saves the World,78,2731,631849
107410,107410,Arma 3,74,63534,2785120
107600,107600,Waves,82,924,101691
107800,107800,Rochard,81,1198,459852
108110,108110,Starpoint Gemini,46,0,54522
108500,108500,Vessel,81,493,360672
108710,108710,Alan Wake,83,14262,1723908
109600,109600,Neverwinter,74,18128,4486609
109700,109700,Achron,54,0,14348
110400,110400,inMomentum,59,138,75686
110800,110800,L.A. Noire,83,10103,1510124
111800,111800,Blocks That Matter,72,642,267769
111900,111900,Guardians of Middle-earth,56,1175,625392
112100,112100,Avadon: The Black Fortress,75,320,230106
113020,113020,Monaco: Whats Yours Is Mine,83,6222,1340459
113200,113200,The Binding of Isaac,84,39367,2968594
113420,113420,Fallen Earth Free2Play,71,6303,1947736
115110,115110,Stacking,80,1101,431156
115120,115120,Iron Brigade,75,470,146708
115200,115200,Cossacks II: Napoleonic Wars,73,205,107968
115210,115210,American Conquest,76,173,104740
115220,115220,American Conquest: Fight Back,66,128,87881
115320,115320,Prototype 2,76,4130,520472
200010,200010,Quantum Conundrum,77,1063,280682
200020,200020,Global Ops: Commando Libya,37,241,53805
200050,200050,Naval War: Arctic Circle,64,148,67077
200170,200170,Worms Revolution,73,3320,1040048
200190,200190,Sideway(tm) New York,71,0,65104
200210,200210,Realm of the Mad God,82,22224,2768440
200230,200230,Off-Road Drive,60,333,65642
200260,200260,Batman: Arkham City - Game of the Year Edition,91,16418,3396164
200370,200370,A Game of Dwarves,60,395,103843
200390,200390,Oil Rush,67,293,365694
200410,200410,SOL: Exodus,57,0,62952
200490,200490,Memento Mori,66,0,24750
200510,200510,XCOM: Enemy Unknown,89,31794,3498393
200550,200550,Dungeons - The Dark Lord,72,126,158186
200630,200630,Gettysburg: Armored Warfare,22,188,36767
200670,200670,Disciples III - Resurrection,63,0,128594
200710,200710,Torchlight II,88,23667,3352402
200900,200900,Cave Story+,83,4006,745915
200910,200910,Before the Echo,70,1107,178632
201230,201230,EverQuest(r) II Free-To-Play. Your Way.(tm),83,819,598848
201290,201290,Sins of a Solar Empire(r): Trinity,87,415,193339
201480,201480,Serious Sam: The Random Encounter,64,500,491059
201490,201490,Airline Tycoon 2,57,351,113887
201700,201700,DiRT Showdown,72,2680,764567
201790,201790,Orcs Must Die! 2,83,11166,2295854
201810,201810,Wolfenstein: The New Order,81,17822,1352475
201830,201830,Jurassic Park: The Game,54,1087,204638
201870,201870,Assassins Creed(r) Revelations,80,4225,810839
202070,202070,Choplifter HD,65,157,43761
202130,202130,Impire,45,313,124469
202170,202170,Sleeping Dogs,81,14510,1554602
202200,202200,Galactic Civilizations(r) II: Ultimate Edition,92,827,604767
202310,202310,Ridge Racer(tm) Unbounded,72,692,177377
202710,202710,Demigod,76,566,208763
202750,202750,Alan Wakes American Nightmare,73,3236,1191957
202970,202970,Call of Duty(r): Black Ops II,74,23400,2960344
203140,203140,Hitman: Absolution(tm),79,18213,3058269
203160,203160,Tomb Raider,86,55844,4453968
203350,203350,Kings Bounty: Warriors of the North,74,574,196926
203630,203630,Warlock - Master of the Arcane,71,1809,803307
203650,203650,Sonic the Hedgehog 4 - Episode II,54,551,222393
203680,203680,F1 RACE STARS(tm),62,451,74071
203750,203750,Binary Domain,68,3404,682425
203770,203770,Crusader Kings II,82,16341,1359649
203810,203810,Dear Esther,75,5542,807432
203830,203830,The Dark Eye: Chains of Satinav,75,873,261312
204030,204030,Fable - The Lost Chapters,83,3473,689958
204080,204080,The Showdown Effect,67,1357,491418
204100,204100,Max Payne 3,87,18737,1764621
204120,204120,LEGO Harry Potter: Years 5-7,80,329,261312
204180,204180,Waveform,81,1727,474738
204220,204220,Snapshot,74,202,312786
204240,204240,The Bridge,74,2208,407841
204300,204300,Awesomenauts,78,17240,1689652
204340,204340,Serious Sam 2,74,3532,841150
204390,204390,Pineapple Smash Crew,62,102,24930
204450,204450,Call of Juarez(r) Gunslinger,79,9891,965798
204530,204530,Infested Planet,75,1284,118550
204560,204560,Confrontation,51,260,366591
204760,204760,Deep Black: Reloaded,39,178,13272
204860,204860,Men of War: Condemned Heroes,57,185,125186
204880,204880,Sins of a Solar Empire(r): Rebellion,82,5723,857829
204940,204940,Crusader Kings Complete,73,0,80528
205020,205020,Lumino City,70,548,187062
205080,205080,BIT.TRIP FATE,74,0,47707
205100,205100,Dishonored,91,25429,2918556
205190,205190,Rocksmith(tm),78,781,211633
205230,205230,Hell Yeah! Wrath of the Dead Rabbit,64,2312,1635130
205530,205530,Gratuitous Tank Battles,69,0,66180
205650,205650,The Testament of Sherlock Holmes,73,1468,301128
205730,205730,Insanely Twisted Shadow Planet,76,522,252345
205810,205810,Jagged Alliance: Crossfire,63,145,116936
205890,205890,Chronicle: RuneScape Legends,76,1405,325161
205910,205910,Tiny and Big: Grandpas Leftovers,75,3154,612120
205990,205990,Warlock 2: The Exiled,73,646,81245
206190,206190,Gunpoint,83,8584,753448
206230,206230,Clan of Champions,42,0,1793
206370,206370,Tales From Space: Mutant Blobs Attack,83,485,172893
206420,206420,Saints Row IV,86,39363,3107232
206440,206440,To the Moon,81,23170,1114120
206760,206760,Painkiller: Recurring Evil,38,136,166436
207040,207040,Sine Mora,77,744,239970
207140,207140,SpeedRunners,84,15156,1231414
207150,207150,Stellar Impact,74,484,98284
207170,207170,Legend of Grimrock,82,3898,980325
207190,207190,Fireburst,59,111,30310
207250,207250,Cubemen,74,443,191904
207320,207320,Ys: The Oath in Felghana,73,694,151371
207350,207350,Ys Origin,76,1342,243736
207420,207420,Wizorb,81,638,259519
207490,207490,Rayman(r) Origins,86,1142,207687
207530,207530,Noitu Love 2: Devolution,80,381,61517
207610,207610,The Walking Dead,82,28241,2112200
207650,207650,A Virus Named TOM,65,612,400846
,,,,,
207750,207750,Symphony,75,1186,223111
207930,207930,Sacred Citadel,61,689,503076
208090,208090,Loadout,72,40106,5482896
208110,208110,Myst V,80,0,49680
208140,208140,Endless Space(r) - Emperor Edition,77,5037,1029646
208400,208400,Avernum: Escape From the Pit,76,481,95593
208460,208460,Tryst,50,0,13631
,,,,,
,,,,,
208580,208580,STAR WARS(tm) Knights of the Old Republic(tm) II - The Sith Lords(tm),85,5213,2066645
,,,,,
208730,208730,Game of Thrones,58,1601,509712
208750,208750,Apotheon,78,1612,146349
209000,209000,Batman(tm): Arkham Origins,74,17773,2163315
209060,209060,Drunken Robot Pornography,66,548,55240
209080,209080,Guns of Icarus Online,64,11169,1370231
,,,,,
209120,209120,Street Fighter X Tekken,79,904,129132
209160,209160,Call of Duty(r): Ghosts,68,23993,1428161
209190,209190,Stealth Bastard Deluxe,80,751,278351
209270,209270,Hero Academy,75,643,208225
,,,,,
,,,,,
209540,209540,Strike Suit Zero,66,1365,479222
209650,209650,Call of Duty(r): Advanced Warfare - Gold Edition,78,20533,1085244
209670,209670,Cortex Command,44,1412,180246
209750,209750,Cannon Fodder 3,49,0,34973
209790,209790,Splice,70,458,243557
209830,209830,Lone Survivor: The Directors Cut,81,1031,593826
,,,,,
210490,210490,Fray: Reloaded Edition,27,0,6815
210770,210770,Sanctum 2,77,9939,1555858
,,,,,
210970,210970,The Witness,87,2111,156213
211070,211070,Check vs Mate,69,0,13989
211180,211180,Unmechanical,74,317,90392
,,,,,
211360,211360,Offspring Fling!,79,481,293775
,,,,,
211420,211420,DARK SOULS(tm): Prepare To Die(tm) Edition,85,47180,2864930
211600,211600,Thief(tm) Gold,92,1116,814785
211740,211740,Thief(tm) II: The Metal Age,87,500,499130
211780,211780,Conflict Desert Storm(tm),56,190,23674
211820,211820,Starbound,82,57493,2562188
212050,212050,Resonance,76,303,56495
212070,212070,Star Conflict,75,8394,1959394
212160,212160,Vindictus,76,3784,933515
212480,212480,Sonic & All-Stars Racing Transformed,79,8242,805638
212500,212500,The Lord of the Rings Online,86,5405,2129597
212630,212630,Tom Clancys Ghost Recon: Future Soldier(tm),71,2265,284986
212680,212680,FTL: Faster Than Light,84,31184,2601286
213350,213350,MDK2 HD,73,0,7533
214100,214100,Rigonauts,60,0,21701
214150,214150,Galactic Civilizations(r) I: Ultimate Edition,83,0,117474
214170,214170,Divine Divinity,81,816,465233
214190,214190,Minimum,69,4050,204638
214250,214250,I Am Alive,66,1499,255573
214340,214340,Deponia,74,4759,801872
214360,214360,Tower Wars,59,1509,406227
214490,214490,Alien: Isolation,81,16116,946966
214510,214510,LEGO The Lord of the Rings,80,2653,561364
214560,214560,Mark of the Ninja,91,11059,1603923
214700,214700,Thirty Flights of Loving,88,1151,92724
214730,214730,Space Rangers HD: A War Apart,68,1663,155496
214770,214770,Guacamelee! Gold Edition,88,4568,736947
214830,214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,75,1147,469717
214870,214870,Painkiller Hell & Damnation,64,2214,515451
214950,214950,Total War(tm): ROME II - Emperor Edition,76,29200,2457986
214970,214970,Intrusion 2,80,929,368563
215080,215080,WAKFU,76,3373,1186039
215100,215100,Ragnarok Online,79,980,486934
215160,215160,The Book of Unwritten Tales,82,1159,231720
215280,215280,The Secret World,74,3131,418961
215450,215450,Transcripted,78,0,28875
215470,215470,Primal Carnage,67,5121,483526
215510,215510,Rocketbirds: Hardboiled Chicken,74,1591,470972
215530,215530,The Incredible Adventures of Van Helsing,72,5036,814785
215670,215670,Home,69,1372,294671
215710,215710,Fieldrunners 2,73,272,117833
215770,215770,ShadO,68,0,27082
215790,215790,Dream Pinball 3D,61,429,106713
216110,216110,Tiny Troopers,57,577,95773
216130,216130,Gemini Wars,53,109,38201
216210,216210,Secret Files 3,67,0,26544
216290,216290,Gateways,72,140,41071
216390,216390,Fallen Enchantress,78,244,106892
216910,216910,Of Orcs And Men,69,804,177915
217100,217100,Dementium II HD,37,779,66180
217140,217140,Rise of the Triad,67,1944,207328
217270,217270,Karateka,48,144,32821
217290,217290,Dins Curse,76,111,16680
217690,217690,Anna - Extended Edition,75,1171,244633
217860,217860,Special Forces: Team X,48,258,17038
217920,217920,Alien Rage - Unlimited,52,1268,192801
218060,218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,85,2564,493570
218090,218090,Unity of Command: Stalingrad Campaign,84,439,93082
218130,218130,Dungeonland,67,1866,1007407
218230,218230,PlanetSide 2,84,32759,7027275
218620,218620,PAYDAY 2,79,219763,7278903
218640,218640,Lucius,59,4551,633463
218680,218680,Scribblenauts Unlimited,75,5684,1524292
218740,218740,Pid,63,2171,637767
218820,218820,Mercenary Kings,76,1714,349911
219150,219150,Hotline Miami,85,30833,2037232
219340,219340,The Banner Saga: Factions,67,704,459494
219600,219600,NBA 2K13,90,451,108686
219640,219640,Chivalry: Medieval Warfare,79,42478,4135801
219680,219680,Proteus,80,2230,409455
219740,219740,Dont Starve,79,43420,3900853
219760,219760,Beyond Divinity,73,125,379324
219830,219830,King Arthurs Gold,81,3042,307046
219890,219890,Antichamber,82,9307,1045249
219910,219910,Edna & Harvey: Harveys New Eyes,75,1091,361210
219990,219990,Grim Dawn,83,10412,758828
220090,220090,The Journey Down: Chapter One,72,683,157469
220160,220160,Trials Evolution: Gold Edition,85,1651,257546
,,,,,
220240,220240,Far Cry 3,88,36011,3048584
220440,220440,DmC: Devil May Cry,85,8547,903025
220660,220660,StarDrive,61,1163,197105
220740,220740,Chaos on Deponia,78,876,356009
220780,220780,Thomas Was Alone,77,6777,839535
220860,220860,McPixel,76,3167,472766
221040,221040,Resident Evil 6 / Biohazard 6,69,10113,987140
221260,221260,Little Inferno,68,5572,775149
221380,221380,Age of Empires II HD,68,26738,3784276
221540,221540,DG2: Defense Grid 2,81,1615,161415
221640,221640,Super Hexagon,88,17556,910917
221810,221810,The Cave,68,1379,273867
221830,221830,The Book of Unwritten Tales: The Critter Chronicles,73,225,113708
221910,221910,The Stanley Parable,88,24879,2061623
222180,222180,Mushroom Men: Truffle Trouble,55,0,12196
222480,222480,Resident Evil Revelations / Biohazard Revelations,77,3977,615528
222640,222640,Aarklash: Legacy,72,450,46990
222730,222730,Reus,75,3207,873253
222750,222750,Wargame: Airland Battle,80,3282,578044
222880,222880,Insurgency,74,48918,3102568
223100,223100,Homefront(r): The Revolution,54,3541,115142
223220,223220,Giana Sisters: Twisted Dreams,77,1353,626289
223430,223430,Miner Wars 2081,52,244,97925
223450,223450,Dyad,80,208,38740
223470,223470,POSTAL 2,59,19784,1454525
223510,223510,Miasmata,76,744,124110
223630,223630,AirBuccaneers,74,560,202486
223670,223670,F1 2013,77,3188,260416
223730,223730,FlyN,80,355,94697
223830,223830,Xenonauts,77,1917,219345
224060,224060,Deadpool,63,2759,314220
224220,224220,Pressure,64,1121,540022
,,,,,
224460,224460,Contrast,62,3140,224546
224480,224480,Octodad: Dadliest Catch,69,5754,535538
224600,224600,Defiance,64,9269,3409615
224760,224760,FEZ,91,8516,1421884
224820,224820,Super House of Dead Ninjas,79,997,121240
224860,224860,Arma Tactics,47,572,275122
224940,224940,Legacy of Kain: Soul Reaver 2,77,215,272253
225080,225080,Brothers - A Tale of Two Sons,90,22471,1244507
225260,225260,Brutal Legend,80,6720,1179762
225360,225360,DARK,41,686,83936
225420,225420,Cities in Motion 2,72,1535,689420
225540,225540,Just Cause(tm) 3,74,18741,906074
225600,225600,Blade Symphony,72,3592,324264
226100,226100,PixelJunk(tm) Nom Nom Galaxy,68,428,57930
226120,226120,Weird Worlds: Return to Infinite Space,79,434,307764
226320,226320,Marvel Heroes 2016,81,11337,5098371
226560,226560,Escape Dead Island,52,574,56674
226580,226580,F1 2014,61,1096,136844
226620,226620,Desktop Dungeons,82,846,105099
226840,226840,Age of Wonders III,80,3499,539125
226860,226860,Galactic Civilizations III,81,5401,300949
226960,226960,Ironclad Tactics,69,515,90751
226980,226980,Pinball FX2,84,2631,475276
227000,227000,Primordia,72,975,109045
227020,227020,Rise of Venice,66,259,64207
227080,227080,Papo & Yo,70,2035,375379
227100,227100,Sniper Elite: Nazi Zombie Army,62,3101,483526
227200,227200,Waking Mars,79,835,178632
227220,227220,Sang-Froid - Tales of Werewolves,79,1397,245171
227300,227300,Euro Truck Simulator 2,79,68021,3293576
227480,227480,God Mode,58,2097,304715
227580,227580,10000000,67,1394,131643
227700,227700,Firefall,60,8313,3018095
227760,227760,March of the Eagles,71,143,71919
227800,227800,Retrovirus,70,146,25647
228260,228260,Fallen Enchantress: Legendary Heroes,80,1458,352960
228280,228280,Baldurs Gate: Enhanced Edition,78,2914,573560
228300,228300,Remember Me,65,7310,732105
228320,228320,A Valley Without Wind 2,68,184,206611
228400,228400,Ace Combat Assault Horizon - Enhanced Edition,77,3393,287139
228440,228440,Cubemen 2,68,186,93979
228760,228760,TrackMania2 Canyon,81,916,170920
228880,228880,Ashes of the Singularity,69,1381,100794
228960,228960,Skulls of the Shogun,72,422,201589
229520,229520,Dungeon Hearts,73,478,107072
229580,229580,Dream,59,805,83577
229600,229600,Bientot lete,62,224,25647
229810,229810,A Fistful of Gun,60,350,135050
229870,229870,ShootMania Storm,76,659,71022
229970,229970,Armada 2526 Gold Edition,66,0,41968
230070,230070,The Age of Decadence,81,973,52370
230150,230150,Incredipede,74,301,160159
230190,230190,War for the Overworld,65,2508,177556
230230,230230,Divinity: Original Sin (Classic),87,11048,1206305
230310,230310,Akaneiro: Demon Hunters,53,244,71740
230410,230410,Warframe,68,97562,14497544
230650,230650,Lords of Football,52,215,41609
230700,230700,La-Mulana,80,1359,246785
230820,230820,The Night of the Rabbit,75,1010,283731
230840,230840,Daylight,51,1517,87881
230980,230980,Starseed Pilgrim,83,0,295927
231020,231020,Storm,63,0,21163
231040,231040,Beatbuddy: Tale of the Guardians,75,0,412683
231160,231160,The Swapper,87,0,694621
231200,231200,Kentucky Route Zero,81,0,203741
231310,231310,MirrorMoon EP,73,0,108865
231330,231330,Deadfall Adventures,53,0,126262
231430,231430,Company of Heroes 2,80,0,2058933
231990,231990,Spider-Man(tm): Shattered Dimensions,68,0,28158
232050,232050,Eador. Masters of the Broken World,74,0,184730
232430,232430,Gone Home,86,0,689958
