QueryID,ResponseID,ResponseName,Metacritic,RecommendationCount,SteamSpyOwners
232750,232750,Mars: War Logs,59,0,257187
232770,232770,POSTAL,56,0,342558
232790,232790,Broken Age,73,0,547196
232890,232890,Stronghold Crusader 2,65,0,453396
232970,232970,Thunder Wolves,69,0,123572
233110,233110,Defense Technica,63,0,26902
233130,233130,Shadow Warrior,73,0,916118
233150,233150,LUFTRAUSERS,80,0,367667
233190,233190,Final Exam,66,0,147605
233210,233210,Air Conflicts: Vietnam,43,0,27082
233230,233230,Kairo,76,0,132898
233250,233250,Planetary Annihilation,62,0,1210789
233270,233270,Far Cry 3 - Blood Dragon,81,0,1225854
233290,233290,Murdered: Soul Suspect,59,0,739100
233310,233310,Avadon 2: The Corruption,82,0,58647
233370,233370,The Raven - Legacy of a Master Thief,74,0,86447
233450,233450,Prison Architect,83,0,2120809
233470,233470,Evoland,61,0,431874
233700,233700,Sword of the Stars: The Pit,68,0,220600
233720,233720,Surgeon Simulator 2013,71,0,1731620
233840,233840,Worms Clan Wars,73,0,419140
233980,233980,UnEpic,68,0,427928
234140,234140,Mad Max,73,0,1150707
234160,234160,Strike Suit Infinity,66,0,217551
,,,,,
,,,,,
234530,234530,War of the Vikings,62,0,87881
234630,234630,Project CARS,83,0,563158
,,,,,
234670,234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,80,0,531054
234710,234710,Poker Night 2,75,0,705382
234900,234900,Anodyne,75,807,191187
,,,,,
235070,235070,Bad Bots,49,0,28696
235210,235210,STRIDER(tm) / sutoraidaFei Long (r),78,1735,454113
235320,235320,Original War,61,479,79093
235340,235340,Prime World,65,2745,595441
235360,235360,Prime World: Defenders,58,0,127159
235460,235460,METAL GEAR RISING: REVENGEANCE,83,11188,637946
235540,235540,Warhammer: End Times - Vermintide,79,9843,653191
235720,235720,Cubetractor,75,0,255573
235800,235800,Audiosurf 2,76,3064,225084
235820,235820,Element4l,77,0,93441
235980,235980,Tetrobot and Co.,72,0,60082
236130,236130,Horizon,58,0,83577
236150,236150,Starpoint Gemini 2,70,0,248399
,,,,,
236430,236430,DARK SOULS(tm) II,91,0,1081478
236490,236490,Hexodius,47,0,6277
236510,236510,Takedown: Red Sabre,34,0,253421
236690,236690,Blood Bowl 2,76,1925,165002
236730,236730,Anomaly 2,77,0,289291
236850,236850,Europa Universalis IV,87,18642,1079146
237350,237350,Frozen Cortex,79,237,53805
237430,237430,Expeditions: Conquistador,77,809,136844
,,,,,
237630,237630,DuckTales: Remastered,66,2669,209480
237740,237740,Angry Video Game Nerd Adventures,77,2250,135768
237850,237850,Dreamfall Chapters,72,1917,236203
237890,237890,Agarest: Generations of War,45,1457,193698
237930,237930,Transistor,83,13687,1127391
237950,237950,UFO: Afterlight,71,272,307943
237970,237970,Memento Mori 2,65,0,14348
237990,237990,The Banner Saga,80,8023,725290
238010,238010,Deus Ex: Human Revolution - Directors Cut,91,8724,1489857
238210,238210,System Shock 2,92,3216,722958
238280,238280,Legend of Dungeon,62,1330,222932
238320,238320,Outlast,80,23548,1532184
238370,238370,Magicka 2,69,2894,452858
238430,238430,Contagion,62,10971,1065337
238460,238460,BattleBlock Theater(r),85,31040,2208690
238630,238630,Fist Puncher,73,197,41788
238750,238750,Might & Magic X - Legacy,70,1983,172893
238870,238870,Citadels,20,358,36587
238890,238890,Skyward Collapse,64,261,109403
238910,238910,Bionic Dues,71,713,373585
238960,238960,Path of Exile,86,33124,6170343
,,,,,
239070,239070,Hammerwatch,72,4760,863389
239090,239090,Samurai Gunn,78,309,18473
239120,239120,FINAL FANTASY III,68,827,149219
239140,239140,Dying Light: The Following - Enhanced Edition,87,32099,1614684
239160,239160,Thief,70,10768,1380812
239200,239200,Amnesia: A Machine for Pigs,72,4069,533386
239220,239220,The Mighty Quest For Epic Loot,64,11512,2217837
239250,239250,Castlevania: Lords of Shadow 2,58,1923,177735
239350,239350,Spelunky,90,6079,765643
239820,239820,Game Dev Tycoon,68,21796,1262980
239840,239840,Dead State: Reanimated,70,1454,117474
240440,240440,Quadrilateral Cowboy,82,238,13810
240460,240460,WWE 2K15,70,2879,92186
240660,240660,Rain Blood Chronicles: Mirage,68,137,13093
240760,240760,Wasteland 2: Directors Cut,87,6613,633821
240970,240970,Half Minute Hero: The Second Coming,79,358,85370
241260,241260,Sherlock Holmes: Crimes and Punishments,77,1406,111376
241320,241320,Ittle Dew,67,763,134153
241410,241410,CastleStorm,73,1017,170741
241540,241540,State of Decay,79,17042,1032157
241560,241560,The Crew(tm),71,10427,333052
241600,241600,Rogue Legacy,85,12332,1250784
241620,241620,Inquisitor,64,359,116577
241720,241720,Guncraft,73,1202,130387
241760,241760,Kill to Collect,57,118,6995
241910,241910,Goodbye Deponia,80,900,326954
241990,241990,Sorcerer King,75,468,40174
242110,242110,Joe Danger 2: The Movie,82,325,315655
242130,242130,Vector Thrust,57,418,31386
242530,242530,The Chaos Engine,40,276,96131
242550,242550,Rayman(r) Legends,89,2290,212529
242570,242570,Space Hulk,58,1644,262568
242680,242680,Nuclear Throne,88,6652,368922
242820,242820,140,80,2622,181502
242860,242860,Verdun,70,15969,524777
242880,242880,Sir You Are Being Hunted,63,2853,447477
242940,242940,Anachronox,77,165,235665
243040,243040,Startopia,86,349,189573
243140,243140,Glare,69,0,17218
243160,243160,Mushroom 11,78,296,111914
243200,243200,Memoria,79,792,291981
243220,243220,FRACT OSC,75,443,43044
243450,243450,Urban Trial Freestyle,58,1346,169306
243470,243470,Watch_Dogs(tm),77,17516,727442
243780,243780,PixelJunk(tm) Monsters Ultimate,72,635,217192
243800,243800,Gas Guzzlers Extreme,73,1799,194953
243930,243930,Bound By Flame,56,2093,209660
243970,243970,Invisible Inc.,82,2209,257008
244050,244050,Rise of Flight United,77,910,295389
244160,244160,Homeworld Remastered Collection,86,4370,606560
,,,,,
244450,244450,Men of War: Assault Squad 2,68,6725,455189
244690,244690,Face Noir,59,167,62772
244710,244710,Shelter,69,2115,205176
244730,244730,Divekick,73,1514,257546
244810,244810,Foul Play,69,500,104023
244910,244910,Homesick,72,530,22598
244950,244950,Where is my Heart?,74,128,39098
245150,245150,The Novelist,66,744,144914
245170,245170,Skullgirls,83,10264,811019
245280,245280,ENSLAVED(tm): Odyssey to the West(tm) Premium Edition,70,2664,306688
245370,245370,Etherium,62,756,77479
245450,245450,Wizardry 8,85,293,113170
245470,245470,Democracy 3,70,4376,569256
245490,245490,Trials Fusion(tm),80,1364,170203
245620,245620,Tropico 5,75,6001,901052
246070,246070,Hack n Slash,73,606,224366
246090,246090,Spacebase DF-9,49,3256,181143
246110,246110,MASSIVE CHALICE,73,1022,217730
246700,246700,Strike Vector,73,2305,187958
246720,246720,Wayward Manor,41,0,9326
246760,246760,Legends of Eisenwald,71,816,62593
246800,246800,BeatBlasters III,56,0,22598
246840,246840,FATE,80,703,82321
246960,246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,84,261,133436
247000,247000,Talisman: Digital Edition,51,2581,378069
247080,247080,Crypt of the NecroDancer,87,6604,606560
247140,247140,Soundodger+,78,435,48783
247240,247240,Volgarr the Viking,76,1556,231720
247660,247660,Deadly Premonition: The Directors Cut,59,1991,203024
247730,247730,Nether: Resurrected,57,16685,717398
247870,247870,Redshirt,62,351,51832
247910,247910,Sniper Elite: Nazi Zombie Army 2,53,3251,418423
247950,247950,Sacred 3,57,3061,256649
248310,248310,Freedom Planet,81,2710,234231
248510,248510,Dominions 3: The Awakening,82,0,17397
248550,248550,Megabyte Punch,69,668,191187
248610,248610,Door Kickers,83,2989,398156
248730,248730,A Walk in the Dark,67,325,23495
248820,248820,Risk of Rain,77,18506,1368437
248860,248860,NEO Scavenger,77,2320,141686
249050,249050,Dungeon of the Endless(tm),79,5463,608354
249130,249130,LEGO(r) Marvel(tm) Super Heroes,78,7185,859623
249230,249230,Risen 3 - Titan Lords,65,2429,328389
249380,249380,Carmageddon: Reincarnation,54,2844,104561
249570,249570,The Castle Doctrine,58,355,13989
249590,249590,Teslagrad,77,981,182578
249650,249650,Blackguards,68,1911,488190
249870,249870,Scribblenauts Unmasked: A DC Comics Adventure,68,1202,198002
249990,249990,FORCED: Slightly Better Edition,72,2102,571946
250030,250030,Lilly Looking Through,71,529,92186
250050,250050,Life Goes On: Done to Death,73,264,36767
250110,250110,Assault Android Cactus,79,745,96131
250260,250260,Jazzpunk,75,3395,295030
250320,250320,The Wolf Among Us,85,16289,984091
250380,250380,Knock-knock,57,734,88240
250400,250400,How to Survive,60,13108,1368796
250520,250520,UnderRail,72,906,62952
250560,250560,Fight The Dragon,76,1092,115860
250620,250620,Among the Sleep,66,3227,182399
250640,250640,Croixleur Sigma,56,298,30131
250700,250700,Super Time Force Ultra,80,603,151909
250760,250760,Shovel Knight,85,6216,400129
251060,251060,Wargame: Red Dragon,78,5709,527646
251130,251130,Chroma Squad,75,1395,212350
251150,251150,The Legend of Heroes: Trails in the Sky,85,2281,204459
251230,251230,Livelock,76,160,9326
251270,251270,Corpse Party,71,188,12554
251290,251290,The Legend of Heroes: Trails in the Sky SC,80,503,33538
251430,251430,The Inner World,72,429,96131
251470,251470,TowerFall Ascension,87,1371,230285
251490,251490,Gravity Ghost,75,221,23853
251510,251510,Constant C,60,0,9864
251630,251630,The Impossible Game,64,986,72995
251690,251690,Speedball 2 HD,53,478,140969
251830,251830,Stick it to The Man!,83,476,49859
251850,251850,Master Reboot,59,562,85729
251990,251990,Long Live The Queen,67,5157,331976
252030,252030,Valdis Story: Abyssal City,83,1758,173969
252110,252110,Lovers in a Dangerous Spacetime,80,593,139713
252130,252130,Divide By Sheep,83,306,23674
252230,252230,YAIBA: NINJA GAIDEN Z,49,155,13272
252310,252310,Syder Arcade,76,549,126621
252330,252330,Slender: The Arrival,65,3832,371433
252410,252410,SteamWorld Dig,76,2971,418602
252450,252450,StarDrive 2,70,1447,66718
252550,252550,Qbeh-1: The Atlas Cube,72,434,40354
252630,252630,Eldritch,77,1291,223290
252670,252670,Nihilumbra,75,1841,178991
252710,252710,The Last Express Gold Edition,82,141,27799
252750,252750,MouseCraft,72,146,35870
252950,252950,Rocket League(r),86,86627,4602110
253030,253030,Race The Sun,79,4755,807252
253110,253110,The Cat Lady,81,2460,137740
253290,253290,FOTONICA,71,514,79811
253310,253310,Fester Mudd: Curse of the Gold - Episode 1,76,0,37125
253330,253330,Neverending Nightmares,68,1469,108148
253390,253390,Hot Tin Roof: The Cat That Wore A Fedora,66,0,11837
253750,253750,Ikaruga,84,995,98463
253790,253790,rymdkapsel,77,174,14707
253880,253880,Earth 2150 Trilogy,78,212,195670
253940,253940,Septerra Core,72,342,314759
253980,253980,Enclave,71,4203,1468156
254080,254080,World War III: Black Gold,71,168,149040
254100,254100,World War II: Panzer Claws,61,105,258801
254320,254320,Duskers,83,542,34076
254460,254460,Obscure,63,351,41609
254480,254480,Obscure II (Obscure: The Aftermath),59,149,33359
254700,254700,resident evil 4 / biohazard 4,79,6006,663235
254820,254820,Ground Control Anthology,86,0,12196
254840,254840,Ground Control II: Operation Exodus,80,0,15065
254860,254860,Lords of the Realm III,65,0,13810
254880,254880,MoonBase Commander,77,0,14707
254960,254960,Silent Storm Gold Edition,83,388,101871
255070,255070,Abyss Odyssey,69,1752,285345
255220,255220,GRID Autosport,78,5027,520114
255300,255300,Journey of a Roach,65,734,130387
255340,255340,Escape Goat 2,76,242,49500
255420,255420,Magic 2015 - Duels of the Planeswalkers,60,3934,310095
255710,255710,Cities: Skylines,85,28743,2968056
255870,255870,PixelJunk(tm) Shooter,73,408,144735
255960,255960,Bad Mojo Redux,74,0,16680
256030,256030,Shadows: Heretic Kingdoms,74,306,23495
256050,256050,Adventure Park,49,154,21163
256190,256190,Enemy Front,52,1781,145094
256290,256290,Child of Light,77,7775,647273
256390,256390,MotoGP(tm)14,76,326,17935
257050,257050,Darkout,55,683,101153
257170,257170,Rebuild 3: Gangs of Deadsville,75,629,54881
257350,257350,Baldurs Gate II: Enhanced Edition,78,1495,401205
257510,257510,The Talos Principle,85,9446,744121
257690,257690,J.U.L.I.A.: Among the Stars,71,516,26185
257770,257770,Signal Ops,61,0,10402
257830,257830,Violett Remastered,61,514,127518
257850,257850,Hyper Light Drifter,84,3942,244633
257870,257870,Eschalon: Book III,67,0,21343
257890,257890,Frozen Hearth,46,473,249475
257990,257990,Oozi: Earth Adventure,66,462,57392
258010,258010,Ring Runner: Flight of the Sages,75,548,142583
258180,258180,Deus Ex: The Fall,45,2396,498592
258520,258520,The Vanishing of Ethan Carter,82,6107,542532
258910,258910,Citizens of Earth,66,195,96669
258950,258950,Montagues Mount,39,378,67794
259020,259020,Dragons Prophet,63,704,267052
259170,259170,Alone in the Dark,55,336,45734
259190,259190,Alone in the Dark: The New Nightmare,66,150,16859
259410,259410,Sneaky Sneaky,63,225,12554
259470,259470,Particulars,74,0,30310
259760,259760,Two Brothers,57,139,114066
260160,260160,The Last Tinker(tm): City of Colors,72,339,39816
260190,260190,Marc Eckos Getting Up: Contents Under Pressure,69,531,52908
260250,260250,Blood of the Werewolf,65,543,66359
260330,260330,Flockers(tm),66,109,38022
260530,260530,So Many Me,78,0,4125
260550,260550,Haunted,76,0,13989
260570,260570,Gray Matter,72,300,52549
260650,260650,Cold War,64,154,32821
260690,260690,Dark Fall: The Journal,68,0,71381
260710,260710,Dark Fall 2: Lights Out,66,0,69767
260730,260730,Desperados: Wanted Dead or Alive,78,415,94338
260750,260750,Neighbours from Hell Compilation,69,634,140789
260790,260790,1001 Spikes,80,398,92186
261180,261180,Lethal League,82,3407,493570
261470,261470,Distant Worlds: Universe,81,743,58647
261490,261490,Bedlam,54,289,29951
261510,261510,Tesla Effect: A Tex Murphy Adventure,68,756,347221
261530,261530,Lifeless Planet Premier Edition,59,2165,108506
261570,261570,Ori and the Blind Forest,88,18387,781067
261640,261640,Borderlands: The Pre-Sequel,75,12876,1708843
261680,261680,Journal,59,301,16141
261740,261740,Humans Must Answer,55,0,13093
261760,261760,Lichdom: Battlemage,69,1797,259340
261900,261900,The Real Texas,74,0,2152
262000,262000,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,74,373,28875
262060,262060,Darkest Dungeon,84,16036,994493
262190,262190,Zombeer,32,106,3946
262280,262280,Dungeons 2,70,1360,207866
262390,262390,Cloudbuilt,72,647,87881
262470,262470,Rollers of the Realm,68,268,33000
262750,262750,GoD Factory: Wingmen,76,291,40533
262790,262790,Our Darker Purpose,74,570,72637
262830,262830,Crimsonland,68,964,116577
262850,262850,The Journey Down: Chapter Two,78,190,25647
262960,262960,Castle In The Darkness,76,727,39995
263280,263280,SPINTIRES(tm),67,12204,855318
263340,263340,Continue?9876543210,62,166,19011
263380,263380,Driftmoon,73,183,36229
263500,263500,Dragons and Titans,43,2644,1162006
263560,263560,Paper Sorcerer,73,457,70664
263860,263860,SPACECOM,68,212,84294
264000,264000,Son of Nor,54,193,18473
264060,264060,Full Bore,72,127,53626
264280,264280,99 Levels To Hell,66,455,79811
264520,264520,Moebius: Empire Rising,54,129,24750
264540,264540,Platformines,67,233,112632
264560,264560,Quest for Infamy,63,0,44479
265120,265120,Meridian: New World,43,398,90751
265300,265300,Lords Of The Fallen(tm),73,6584,496440
265330,265330,Gomo,50,681,76224
265590,265590,The Red Solstice,74,941,142762
265690,265690,NaissanceE,66,746,63310
265830,265830,Monochroma,55,345,17397
265930,265930,Goat Simulator,62,38929,2610792
265950,265950,Ether One,82,319,50039
265970,265970,Worlds of Magic,52,421,14169
266110,266110,Tower of Guns,76,723,187600
266170,266170,Windforge,53,420,70664
266410,266410,iRacing,79,357,19908
266510,266510,Hand of Fate,78,3709,369281
266840,266840,Age of Mythology: Extended Edition,66,6052,965977
267220,267220,Line Of Defense Tactics - Tactical Advantage,47,0,1793
267550,267550,The Amazing Spider-Man 2(tm),57,1433,89137
267980,267980,Hostile Waters: Antaeus Rising,80,209,244633
268050,268050,The Evil Within,68,6788,510429
268400,268400,Panzer Corps,80,544,49680
268500,268500,XCOM(r) 2,88,14821,1076815
268870,268870,Satellite Reign,75,1389,201948
269030,269030,The Yawhg,66,856,87523
269050,269050,Year Walk,87,1217,137382
269650,269650,Dex,62,624,45913
269670,269670,BADLAND: Game of the Year Edition,79,460,104920
269710,269710,Tumblestone,91,0,14886
269730,269730,The Golf Club,70,877,38201
269790,269790,DreadOut,55,1639,101153
269810,269810,Spate,61,323,36767
270150,270150,RUNNING WITH RIFLES,78,3161,226519
270310,270310,Dominique Pamplemousse,62,313,26902
270770,270770,Etherlords,77,0,78734
270790,270790,Etherlords II,78,134,88778
270880,270880,American Truck Simulator,76,10397,519396
271240,271240,Offworld Trading Company,79,1639,177197
271290,271290,HAWKEN,73,17673,3361011
271590,271590,Grand Theft Auto V,96,136846,5886074
271670,271670,10 Second Ninja,72,565,61876
271730,271730,Light,49,273,60620
272330,272330,Shadow Blade: Reload,70,126,12554
272470,272470,The Incredible Adventures of Van Helsing II,77,1527,388651
272510,272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,61,3889,307585
272890,272890,Vertiginous Golf,63,849,404254
273070,273070,The Last Federation,72,324,85908
273350,273350,Evolve Stage 2,77,35278,4904673
273620,273620,Freespace 2,91,163,27440
274190,274190,Broforce,83,16455,1035206
274230,274230,RONIN,70,1027,114604
274250,274250,OlliOlli,78,696,193877
274270,274270,NOT A HERO,75,1116,154420
274290,274290,Gods Will Be Watching,64,1677,253062
274310,274310,Always Sometimes Monsters,73,1836,383091
274350,274350,Dropsy,80,552,132360
274480,274480,Drox Operative,74,185,16141
274500,274500,Brigador,70,355,11299
274880,274880,Jet Car Stunts,57,112,22239
274940,274940,Depth,65,12632,615348
275100,275100,Shelter 2,58,1395,301666
275180,275180,Costume Quest 2,68,332,73175
275390,275390,Guacamelee! Super Turbo Championship Edition,80,790,154599
275570,275570,Summoner,78,182,109941
275670,275670,Space Run,73,1483,203741
275850,275850,No Mans Sky,59,68725,820524
276770,276770,Toy Soldiers: War Chest,60,199,11478
276810,276810,Mordheim: City of the Damned,74,3092,211274
277390,277390,VIDEOBALL,79,0,4842
277430,277430,Halo: Spartan Assault,70,3067,365694
277450,277450,Imperial Glory,69,610,81963
277460,277460,Praetorians,78,288,73533
277520,277520,Albedo: Eyes from Outer Space,66,210,46810
277630,277630,Panzer Tactics HD,69,0,28158
277700,277700,On Rusty Trails,79,0,2332
278080,278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,71,2872,193698
278360,278360,A Story About My Uncle,73,6675,399950
278440,278440,0RBITALIS,73,227,31924
278640,278640,Terrian Saga: KR-17,83,196,51294
278810,278810,LA Cops,45,115,12554
279260,279260,Richard & Alice,70,297,56136
279440,279440,Joe Devers Lone Wolf HD Remastered,78,288,59365
279900,279900,Soul Axiom,57,124,44120
279920,279920,Infinity Runner,56,105,11658
279940,279940,The Book of Unwritten Tales 2,80,375,67077
281410,281410,Ubersoldier II,62,255,36049
281580,281580,Wings Over Europe,62,0,5739
281610,281610,Homeworld: Deserts of Kharak,79,2011,139534
281640,281640,The Banner Saga 2,82,711,92903
281750,281750,Munin,68,189,49142
281840,281840,4PM,41,220,13631
281940,281940,Woolfe - The Red Hood Diaries,55,947,61696
281990,281990,Stellaris,78,9324,684577
,,,,,
282140,282140,SOMA,84,6144,334128
282210,282210,Sid Meiers Starships,64,1737,289291
282640,282640,LOST ORBIT,72,0,897
282900,282900,Hyperdimension Neptunia Re;Birth1 / Chao Ci Ci Yuan geimu neputeyunuRe;Birth1,72,6149,316193
283180,283180,The Samaritan Paradox,75,101,43044
283290,283290,Nosferatu: The Wrath of Malachi,70,1650,450347
283310,283310,Soulbringer,70,0,181681
283350,283350,Eurofighter Typhoon,69,135,134871
283370,283370,Marine Sharpshooter II: Jungle Warfare,52,506,195132
283390,283390,Incoming Forces,67,174,152626
283640,283640,Salt and Sanctuary,84,2021,139713
283680,283680,Astebreed,86,927,122137
284140,284140,Majestic Nights,32,0,19190
284390,284390,The Last Door - Collectors Edition,79,581,67077
284410,284410,Cornerstone: The Song of Tyrim,58,0,6815
284460,284460,DeadCore,78,1212,200333
285070,285070,Between Me and The Night,62,0,79631
285130,285130,Battleplan: American Civil War,66,0,40354
285330,285330,RollerCoaster Tycoon(r) 2: Triple Thrill Pack,74,1272,472227
285440,285440,Crimzon Clover WORLD IGNITION,85,753,116219
285820,285820,Action Henk,74,295,91289
285980,285980,Kromaia,68,0,19908
286040,286040,Dead Effect,59,2080,185447
286140,286140,Eidolon,64,259,73892
286220,286220,Pier Solar and the Great Architects,73,0,34794
286280,286280,Steel Armor: Blaze of War,70,111,5380
286320,286320,Oknytt,61,242,56854
286460,286460,Black Mirror II,71,132,53984
286480,286480,Black Mirror III,75,0,57213
286570,286570,F1 2015,61,2170,117653
286750,286750,Zoo Empire,59,0,8788
286770,286770,Shadow Ops: Red Mercury,61,0,20805
287020,287020,Harvester,53,374,52370
287120,287120,Ionball 2: Ionstorm,70,461,274943
287260,287260,Toybox Turbos,69,531,82501
287390,287390,Metro: Last Light Redux,76,6677,1317681
287450,287450,Rise of Nations: Extended Edition,89,3142,657316
287600,287600,Sunset,66,175,20625
287700,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,91,26956,1213479
287720,287720,Nostradamus: The Last Prophecy,70,0,57392
287980,287980,Mini Metro,77,3483,279068
288040,288040,Actual Sunlight,77,323,7712
288060,288060,Whispering Willows,64,389,35153
288160,288160,The Room,73,4054,171817
288260,288260,Conflicks - Revolutionary Space Battles,63,147,6098
288880,288880,Pineview Drive,58,324,45375
288930,288930,The Charnel House Trilogy,68,284,27261
289130,289130,Endless Legend(tm),82,7008,889933
289240,289240,Perimeter: Emperors Testament,72,0,22060
289280,289280,El Matador,54,137,22598
289300,289300,Faces of War,67,314,60261
289440,289440,Perimeter,77,0,32104
289460,289460,RC Cars,65,117,11299
289520,289520,Kings Bounty: Dark Side,73,566,116039
289690,289690,LARA CROFT AND THE TEMPLE OF OSIRIS(tm),73,872,257008
289800,289800,Dracula: The Resurrection,67,157,36767
289820,289820,Dracula 2: The Last Sanctuary,68,0,34614
290080,290080,Life is Feudal: Your Own,63,6745,394210
290260,290260,Sokobond,82,186,31745
290340,290340,Armello,75,2645,175583
290490,290490,The Flock,36,265,21701
290530,290530,Clandestine,69,167,18114
290710,290710,Cloud Chamber,74,141,22419
290770,290770,The Fall,76,2491,172176
290790,290790,Grey Goo,77,2413,293237
290890,290890,You Must Build A Boat,71,492,69050
291410,291410,Duelyst,82,1411,412863
291480,291480,Warface 2016: Anubis,62,24336,6385383
291650,291650,Pillars of Eternity,89,7812,829312
291710,291710,The Lost Crown,71,137,71919
292030,292030,The Witcher(r) 3: Wild Hunt,93,50325,2396290
292400,292400,Unrest,65,115,25826
292500,292500,Kero Blaster,82,184,12375
293260,293260,Card Hunter,80,2699,780888
293660,293660,TRI: Of Friendship and Madness,74,232,24392
293740,293740,Road Not Taken,75,233,58109
294370,294370,Crowntakers,70,234,61876
294440,294440,Shadowgate (2014),68,414,110121
294460,294460,Fenix Rage,75,121,41609
294590,294590,Wars and Warriors: Joan of Arc,60,0,6277
294730,294730,Marine Park Empire,58,0,9864
294750,294750,Anomaly Defenders,70,143,55778
295490,295490,Schrodingers Cat And The Raiders Of The Lost Quark,59,0,34973
295750,295750,The Floor is Jelly,83,242,15962
296070,296070,MIND: Path to Thalamus Enhanced Edition,75,953,120164
296180,296180,Iron Storm,69,0,34076
296210,296210,Brigade E5: New Jagged Union,41,0,17397
296550,296550,Niko: Through The Dream,74,0,2511
296570,296570,Lords of Xulima,71,675,43223
296630,296630,Kraven Manor,58,275,172893
296830,296830,Lucius II,48,683,95414
296850,296850,Al Emmo and the Lost Dutchmans Mine,77,0,13451
297000,297000,Heroes(r) of Might & Magic(r) III - HD Edition,65,2954,448553
297060,297060,Freaking Meatbags,69,113,33897
297120,297120,Heavy Bullets,72,824,106175
297130,297130,Titan Souls,74,2038,369998
297350,297350,The Old City: Leviathan,62,471,37663
297570,297570,Warrior Kings,73,0,11299
297620,297620,Rockos Quest,41,0,5739
297720,297720,Corpse of Discovery,49,138,12554
297760,297760,Qvadriga,72,159,25109
297860,297860,Split/Second,79,399,34076
297920,297920,Space Colony: Steam Edition,74,140,37305
298030,298030,Total Annihilation,86,636,72457
298050,298050,Master of Orion,74,2104,143480
298110,298110,Far Cry(r) 4,80,11878,813709
298140,298140,Rhiannon: Curse of the Four Branches,67,0,43223
298260,298260,Only If,39,5511,1230518
298520,298520,Orbital Gear,59,1374,274226
298600,298600,Lovely Planet,61,1843,261671
298630,298630,The Escapists,71,9920,900694
299030,299030,Blood: One Unit Whole Blood,82,563,35870
299050,299050,Blood II: The Chosen + Expansion,72,139,17397
299070,299070,Warrior Kings: Battles,64,0,11478
299360,299360,Block N Load,72,9150,2169951
299480,299480,Rogue Stormers,68,377,31386
299680,299680,Tengami,57,905,56674
300060,300060,ADR1FT,63,606,122137
300340,300340,Lemma,73,196,24033
300550,300550,Shadowrun: Dragonfall - Directors Cut,87,2557,663414
300580,300580,GALAK-Z,78,302,201410
300610,300610,Pure Pool,68,184,9864
300820,300820,Disney*Pixar Toy Story 3: The Video Game,73,0,11299
300840,300840,JUJU,65,0,3766
301560,301560,White Night,68,173,19011
301640,301640,Zombie Army Trilogy,72,3962,433847
301650,301650,Battlezone 98 Redux,75,316,23315
301670,301670,Salammbo: Battle for Carthage,77,0,31207
301910,301910,Saints Row: Gat out of Hell,66,4481,488010
301970,301970,Screencheat,71,739,202306
302010,302010,The Blue Flamingo,55,421,117653
302080,302080,Bus Driver,61,712,293775
302170,302170,The Cameron Files: The Secret at Loch Ness,66,0,24930
302210,302210,Curse: The Eye of Isis,63,0,31745
302510,302510,Ryse: Son of Rome,61,9524,699643
302710,302710,BlazeRush,66,724,75506
303260,303260,TRISTOY,49,0,21881
303340,303340,Concursion,66,0,23136
303430,303430,Roundabout,75,323,38381
303550,303550,Adventures of Pip,72,127,19370
303800,303800,The Witcher Adventure Game,68,439,123034
304030,304030,ArcheAge,80,3906,1111071
304240,304240,Resident Evil / biohazard HD REMASTER,82,4024,266513
304430,304430,INSIDE,88,5625,220779
304460,304460,Qora,63,252,36229
304650,304650,SUNLESS SEA,81,3120,416988
304730,304730,Train Fever,67,2326,160877
305050,305050,Outland,83,815,258084
305380,305380,Blue Estate The Game,59,624,46452
306440,306440,Oblitus,69,0,8071
306490,306490,Railroad Pioneer,50,0,17935
306550,306550,Runers,68,200,23315
306640,306640,Battle Academy 2: Eastern Front,78,0,5739
306660,306660,Ultimate General: Gettysburg,84,1922,298617
306760,306760,Obduction (r),78,774,58647
307230,307230,I Zombie,65,1446,132181
307570,307570,A Golden Wake,68,124,19011
307580,307580,Technobabylon,82,318,99539
307590,307590,Penarium,80,181,75506
307670,307670,Hard West,73,905,84115
307780,307780,Mortal Kombat X,76,15561,690137
307960,307960,IL-2 Sturmovik: Battle of Stalingrad,74,752,48066
308040,308040,Back to Bed,57,356,85191
308270,308270,Buzz Aldrins Space Program Manager,62,239,12554
308420,308420,Ziggurat,76,1990,150295
310080,310080,Hatoful Boyfriend,68,4183,262926
310470,310470,Grand Ages: Medieval,63,1268,62414
310490,310490,Crookz - The Big Heist,74,103,14527
310510,310510,Deathtrap,77,761,117653
310560,310560,DiRT Rally,86,9349,402640
310740,310740,NEON STRUCT,62,128,46272
310810,310810,Shiftlings,70,0,66897
310880,310880,Basketball Pro Management 2015,69,0,3228
310950,310950,Street Fighter V,74,6575,219165
311010,311010,The Way,66,215,6277
311040,311040,Rulers of Nations,63,109,10582
311080,311080,Echelon,70,0,21881
311100,311100,Echelon: Wind Warriors,63,0,6098
311240,311240,Zero Escape: Zero Time Dilemma,78,785,21343
